state;action_reward;n_state
310&4|880&5|332&3|286&5|350&2|307&4|346&3|302&3|313&4|288&5|268&4|690&2;335&3|294&3|895&2|689&3;310&4|880&5|332&3|286&5|350&2|307&4|346&3|302&3|313&4|288&5|268&4|690&2|335&3|294&3|895&2|689&3
625&3|204&2|387&3|102&4|406&1|174&3|1629&5|32&4|1065&5|357&5|337&2|447&4;417&2|755&3|274&2|122&5;625&3|204&2|387&3|102&4|406&1|174&3|1629&5|32&4|1065&5|357&5|337&2|447&4|417&2|755&3|274&2|122&5
203&4|257&4|211&3|690&5|197&4|323&3|56&5|12&5|588&3|252&2|9&5|603&5;423&3|956&4|216&3|222&4;203&4|257&4|211&3|690&5|197&4|323&3|56&5|12&5|588&3|252&2|9&5|603&5|423&3|956&4|216&3|222&4
689&3|301&4|346&3|333&4|682&3|268&4|750&3|302&4|307&4|306&4|267&4|751&3;358&3|261&3|350&3|880&4;689&3|301&4|346&3|333&4|682&3|268&4|750&3|302&4|307&4|306&4|267&4|751&3|358&3|261&3|350&3|880&4
508&5|117&5|118&2|258&3|748&2|515&5|244&5|740&2|289&4|290&4|250&1|276&4;1244&3|1132&3|120&1|1258&5;508&5|117&5|118&2|258&3|748&2|515&5|244&5|740&2|289&4|290&4|250&1|276&4|1244&3|1132&3|120&1|1258&5
547&4|730&3|14&5|70&3|1529&5|393&2|184&2|403&2|919&5|170&5|780&4|1071&2;675&5|218&2|32&4|231&2;547&4|730&3|14&5|70&3|1529&5|393&2|184&2|403&2|919&5|170&5|780&4|1071&2|675&5|218&2|32&4|231&2
684&4|202&3|707&4|1103&4|186&3|737&4|83&3|524&4|421&3|23&5|86&4|531&5;79&4|148&1|218&3|705&5;684&4|202&3|707&4|1103&4|186&3|737&4|83&3|524&4|421&3|23&5|86&4|531&5|79&4|148&1|218&3|705&5
271&3|878&3|286&3|1009&4|929&3|304&4|546&3|244&3|246&4|1068&3|1060&3|15&1;276&3|1336&3|1033&4|220&2;271&3|878&3|286&3|1009&4|929&3|304&4|546&3|244&3|246&4|1068&3|1060&3|15&1|276&3|1336&3|1033&4|220&2
651&5|174&4|270&4|1119&3|500&3|69&3|332&4|304&3|325&4|223&4|288&2|326&5;222&5|187&3|176&4|432&5;651&5|174&4|270&4|1119&3|500&3|69&3|332&4|304&3|325&4|223&4|288&2|326&5|222&5|187&3|176&4|432&5
514&4|484&5|427&5|487&4|500&5|750&4|135&3|539&3|615&3|607&5|478&5|705&4;357&4|174&5|234&4|604&4;514&4|484&5|427&5|487&4|500&5|750&4|135&3|539&3|615&3|607&5|478&5|705&4|357&4|174&5|234&4|604&4
153&5|919&1|185&5|12&5|11&4|298&5|98&5|22&4|448&3|24&4|157&2|257&3;173&4|485&3|690&5|243&1;153&5|919&1|185&5|12&5|11&4|298&5|98&5|22&4|448&3|24&4|157&2|257&3|173&4|485&3|690&5|243&1
321&2|261&2|294&5|268&3|269&4|288&4|262&3|687&1|302&4|319&3|678&4|289&3;1048&5|988&2|875&3|948&4;321&2|261&2|294&5|268&3|269&4|288&4|262&3|687&1|302&4|319&3|678&4|289&3|1048&5|988&2|875&3|948&4
384&3|216&5|631&4|19&4|153&4|748&2|197&4|157&4|28&5|474&5|462&4|402&4;750&4|344&3|342&1|49&2;384&3|216&5|631&4|19&4|153&4|748&2|197&4|157&4|28&5|474&5|462&4|402&4|750&4|344&3|342&1|49&2
471&3|273&4|744&4|742&3|300&3|276&5|1009&2|321&4|475&3|125&4|307&3|124&4;823&3|405&3|240&3|628&5;471&3|273&4|744&4|742&3|300&3|276&5|1009&2|321&4|475&3|125&4|307&3|124&4|823&3|405&3|240&3|628&5
568&5|153&3|866&1|708&3|684&4|427&4|300&3|68&1|218&3|96&2|151&5|1101&4;111&3|137&4|739&4|604&3;568&5|153&3|866&1|708&3|684&4|427&4|300&3|68&1|218&3|96&2|151&5|1101&4|111&3|137&4|739&4|604&3
326&3|294&1|289&4|342&1|898&1|988&3|877&1|538&3|751&5|307&4|9&3|270&5;901&1|680&2|893&3|892&1;326&3|294&1|289&4|342&1|898&1|988&3|877&1|538&3|751&5|307&4|9&3|270&5|901&1|680&2|893&3|892&1
246&5|86&4|286&4|191&3|527&5|645&3|268&5|382&5|515&4|180&1|528&5|197&5;423&4|511&4|735&4|179&1;246&5|86&4|286&4|191&3|527&5|645&3|268&5|382&5|515&4|180&1|528&5|197&5|423&4|511&4|735&4|179&1
195&5|432&5|227&3|184&4|1&4|193&5|1036&2|238&5|225&2|1035&4|748&4|97&3;559&4|849&2|66&3|395&3;195&5|432&5|227&3|184&4|1&4|193&5|1036&2|238&5|225&2|1035&4|748&4|97&3|559&4|849&2|66&3|395&3
743&1|418&5|761&4|220&4|1041&4|93&1|405&4|280&3|1&5|64&5|150&4|591&5;94&4|820&5|1253&4|68&4;743&1|418&5|761&4|220&4|1041&4|93&1|405&4|280&3|1&5|64&5|150&4|591&5|94&4|820&5|1253&4|68&4
322&3|748&3|678&4|876&2|325&1|687&2|289&2|261&2|258&4|326&4|288&3|324&1;881&2|681&1|1025&3|330&2;322&3|748&3|678&4|876&2|325&1|687&2|289&2|261&2|258&4|326&4|288&3|324&1|881&2|681&1|1025&3|330&2
763&5|240&3|789&4|411&3|150&4|11&5|597&4|173&5|1047&2|56&5|678&4|546&3;298&5|895&2|168&5|96&5;763&5|240&3|789&4|411&3|150&4|11&5|597&4|173&5|1047&2|56&5|678&4|546&3|298&5|895&2|168&5|96&5
328&2|315&3|286&4|538&3|258&3|324&3|289&2|301&2|271&2|313&5|358&1|895&2;343&4|316&3|751&1|748&1;328&2|315&3|286&4|538&3|258&3|324&3|289&2|301&2|271&2|313&5|358&1|895&2|343&4|316&3|751&1|748&1
847&4|1068&2|283&3|124&4|15&3|744&4|14&4|116&5|286&4|9&4|275&4|253&5;936&5|285&5|269&4|508&5;847&4|1068&2|283&3|124&4|15&3|744&4|14&4|116&5|286&4|9&4|275&4|253&5|936&5|285&5|269&4|508&5
299&4|175&5|270&1|288&5|508&4|1039&3|181&4|292&3|187&4|475&4|204&3|642&4;689&3|47&3|1067&4|11&4;299&4|175&5|270&1|288&5|508&4|1039&3|181&4|292&3|187&4|475&4|204&3|642&4|689&3|47&3|1067&4|11&4
1022&5|268&3|519&4|321&4|328&2|319&4|135&4|490&4|175&5|875&4|1020&3|271&4;153&4|504&5|493&5|611&4;1022&5|268&3|519&4|321&4|328&2|319&4|135&4|490&4|175&5|875&4|1020&3|271&4|153&4|504&5|493&5|611&4
666&3|268&3|127&1|324&4|643&3|639&4|179&4|584&4|582&5|65&4|1149&3|512&5;318&5|174&1|469&4|511&2;666&3|268&3|127&1|324&4|643&3|639&4|179&4|584&4|582&5|65&4|1149&3|512&5|318&5|174&1|469&4|511&2
525&5|652&5|436&3|877&3|154&4|42&4|631&4|47&4|216&3|153&4|20&4|208&5;736&3|150&4|577&2|712&3;525&5|652&5|436&3|877&3|154&4|42&4|631&4|47&4|216&3|153&4|20&4|208&5|736&3|150&4|577&2|712&3
709&4|95&3|603&4|507&4|307&4|648&4|480&2|613&5|427&1|172&5|385&4|512&4;100&2|479&2|505&2|25&2;709&4|95&3|603&4|507&4|307&4|648&4|480&2|613&5|427&1|172&5|385&4|512&4|100&2|479&2|505&2|25&2
206&3|176&5|209&4|662&4|926&3|511&4|197&4|63&3|205&5|252&4|655&3|91&4;177&4|169&5|164&5|318&5;206&3|176&5|209&4|662&4|926&3|511&4|197&4|63&3|205&5|252&4|655&3|91&4|177&4|169&5|164&5|318&5
302&3|301&3|340&3|875&2|896&5|346&3|903&2|272&3|300&2|316&3|270&3|347&4;322&1|689&2|326&1|338&3;302&3|301&3|340&3|875&2|896&5|346&3|903&2|272&3|300&2|316&3|270&3|347&4|322&1|689&2|326&1|338&3
678&1|477&5|283&5|748&5|235&4|264&4|300&5|742&4|181&4|250&4|763&4|1534&1;825&5|1016&4|936&3|118&3;678&1|477&5|283&5|748&5|235&4|264&4|300&5|742&4|181&4|250&4|763&4|1534&1|825&5|1016&4|936&3|118&3
125&1|919&4|221&2|150&5|111&3|9&3|243&1|286&3|475&4|126&4|245&2|7&4;628&1|471&2|151&4|508&3;125&1|919&4|221&2|150&5|111&3|9&3|243&1|286&3|475&4|126&4|245&2|7&4|628&1|471&2|151&4|508&3
275&4|235&1|300&4|458&3|926&4|1&4|294&2|471&4|123&4|1012&4|9&2|748&3;1047&3|845&4|276&3|147&3;275&4|235&1|300&4|458&3|926&4|1&4|294&2|471&4|123&4|1012&4|9&2|748&3|1047&3|845&4|276&3|147&3
223&5|320&5|298&4|180&5|195&5|499&5|111&4|48&5|168&5|96&4|118&3|10&5;528&5|523&4|484&5|265&4;223&5|320&5|298&4|180&5|195&5|499&5|111&4|48&5|168&5|96&4|118&3|10&5|528&5|523&4|484&5|265&4
280&3|13&4|269&4|312&3|295&4|292&4|14&4|279&4|298&3|311&5|291&3|100&5;309&1|289&3|283&5|281&3;280&3|13&4|269&4|312&3|295&4|292&4|14&4|279&4|298&3|311&5|291&3|100&5|309&1|289&3|283&5|281&3
235&4|141&3|47&4|951&3|121&4|191&5|365&2|402&4|126&4|28&4|25&4|111&3;1037&2|245&3|302&5|575&3;235&4|141&3|47&4|951&3|121&4|191&5|365&2|402&4|126&4|28&4|25&4|111&3|1037&2|245&3|302&5|575&3
690&4|332&3|275&4|678&3|273&5|322&4|410&5|9&5|260&5|298&5|754&5|327&4;846&5|508&5|763&5|50&5;690&4|332&3|275&4|678&3|273&5|322&4|410&5|9&5|260&5|298&5|754&5|327&4|846&5|508&5|763&5|50&5
960&1|179&4|952&2|644&4|174&3|589&4|531&5|238&4|255&2|126&4|208&4|469&4;529&3|651&3|319&4|425&3;960&1|179&4|952&2|644&4|174&3|589&4|531&5|238&4|255&2|126&4|208&4|469&4|529&3|651&3|319&4|425&3
275&4|181&5|61&5|70&4|286&5|258&3|531&5|59&5|1462&5|14&5|676&4|129&4;221&3|1008&5|313&5|121&3;275&4|181&5|61&5|70&4|286&5|258&3|531&5|59&5|1462&5|14&5|676&4|129&4|221&3|1008&5|313&5|121&3
486&3|318&5|196&4|423&5|234&4|174&5|238&4|127&5|198&5|182&4|98&5|79&4;100&5|153&4|176&4|181&5;486&3|318&5|196&4|423&5|234&4|174&5|238&4|127&5|198&5|182&4|98&5|79&4|100&5|153&4|176&4|181&5
191&5|137&4|69&4|514&5|644&4|286&5|631&4|111&4|792&5|180&4|269&5|237&5;535&4|274&4|280&3|762&5;191&5|137&4|69&4|514&5|644&4|286&5|631&4|111&4|792&5|180&4|269&5|237&5|535&4|274&4|280&3|762&5
83&3|692&4|971&4|288&3|59&5|271&4|155&2|207&3|170&5|640&2|216&4|744&5;79&4|222&2|738&4|566&4;83&3|692&4|971&4|288&3|59&5|271&4|155&2|207&3|170&5|640&2|216&4|744&5|79&4|222&2|738&4|566&4
425&3|25&4|357&5|411&3|549&4|409&2|436&4|1438&1|183&4|381&3|179&3|91&3;737&4|635&3|808&3|155&2;425&3|25&4|357&5|411&3|549&4|409&2|436&4|1438&1|183&4|381&3|179&3|91&3|737&4|635&3|808&3|155&2
596&4|1119&3|433&3|194&4|720&3|190&4|65&3|153&5|969&4|526&4|708&3|404&4;722&2|257&4|1210&2|797&3;596&4|1119&3|433&3|194&4|720&3|190&4|65&3|153&5|969&4|526&4|708&3|404&4|722&2|257&4|1210&2|797&3
496&5|86&4|199&5|202&4|117&3|520&3|419&5|133&5|222&4|1126&5|511&5|31&4;197&4|250&2|265&4|622&4;496&5|86&4|199&5|202&4|117&3|520&3|419&5|133&5|222&4|1126&5|511&5|31&4|197&4|250&2|265&4|622&4
137&4|16&4|654&5|921&4|520&4|187&2|165&4|629&4|813&5|11&4|286&2|86&4;515&3|709&5|61&3|136&5;137&4|16&4|654&5|921&4|520&4|187&2|165&4|629&4|813&5|11&4|286&2|86&4|515&3|709&5|61&3|136&5
928&3|431&3|181&4|186&2|809&3|173&3|156&4|44&3|254&4|177&3|403&4|276&3;676&3|295&3|756&1|790&3;928&3|431&3|181&4|186&2|809&3|173&3|156&4|44&3|254&4|177&3|403&4|276&3|676&3|295&3|756&1|790&3
372&4|2&3|143&4|707&5|63&2|504&5|452&3|116&4|173&5|54&2|98&5|8&5;616&2|310&4|183&4|251&5;372&4|2&3|143&4|707&5|63&2|504&5|452&3|116&4|173&5|54&2|98&5|8&5|616&2|310&4|183&4|251&5
179&4|475&4|164&5|71&4|747&3|685&2|288&2|554&1|286&3|135&4|238&5|605&3;78&2|62&3|1018&3|380&5;179&4|475&4|164&5|71&4|747&3|685&2|288&2|554&1|286&3|135&4|238&5|605&3|78&2|62&3|1018&3|380&5
307&2|302&4|873&1|269&4|313&3|331&2|272&4|678&1|300&3|270&3|303&3|310&2;995&2|288&1|268&1|258&2;307&2|302&4|873&1|269&4|313&3|331&2|272&4|678&1|300&3|270&3|303&3|310&2|995&2|288&1|268&1|258&2
175&3|319&3|1007&4|603&4|127&3|190&5|197&3|209&4|257&4|169&5|12&5|203&4;79&4|96&4|89&4|1121&4;175&3|319&3|1007&4|603&4|127&3|190&5|197&3|209&4|257&4|169&5|12&5|203&4|79&4|96&4|89&4|1121&4
433&5|91&5|627&2|557&3|225&2|238&4|358&1|702&3|204&1|590&1|202&3|721&2;1079&1|1028&2|546&1|403&3;433&5|91&5|627&2|557&3|225&2|238&4|358&1|702&3|204&1|590&1|202&3|721&2|1079&1|1028&2|546&1|403&3
418&5|566&4|215&5|22&5|193&4|482&5|64&4|606&5|237&5|286&4|245&2|479&4;480&5|143&2|1443&4|1203&5;418&5|566&4|215&5|22&5|193&4|482&5|64&4|606&5|237&5|286&4|245&2|479&4|480&5|143&2|1443&4|1203&5
344&1|895&4|328&1|301&2|346&2|313&3|315&2|304&4|899&5|258&5|331&3|302&2;269&5|1313&2|327&1|288&5;344&1|895&4|328&1|301&2|346&2|313&3|315&2|304&4|899&5|258&5|331&3|302&2|269&5|1313&2|327&1|288&5
427&5|1062&4|748&1|327&4|1176&4|315&5|307&5|523&5|906&3|305&4|899&3|310&4;9&5|285&4|124&5|520&5;427&5|1062&4|748&1|327&4|1176&4|315&5|307&5|523&5|906&3|305&4|899&3|310&4|9&5|285&4|124&5|520&5
1608&3|877&3|1527&2|324&2|358&4|535&3|873&4|322&4|321&2|1643&2|1389&3|339&3;1652&1|1600&3|533&2|1658&2;1608&3|877&3|1527&2|324&2|358&4|535&3|873&4|322&4|321&2|1643&2|1389&3|339&3|1652&1|1600&3|533&2|1658&2
175&3|864&3|90&4|94&3|204&3|959&3|435&4|238&4|721&2|246&3|58&4|249&4;693&4|11&2|282&3|420&3;175&3|864&3|90&4|94&3|204&3|959&3|435&4|238&4|721&2|246&3|58&4|249&4|693&4|11&2|282&3|420&3
1079&4|588&3|41&4|930&5|1053&4|421&5|122&3|235&5|584&1|465&3|1210&3|763&4;358&5|72&5|400&5|362&5;1079&4|588&3|41&4|930&5|1053&4|421&5|122&3|235&5|584&1|465&3|1210&3|763&4|358&5|72&5|400&5|362&5
393&4|1028&4|12&4|208&5|239&2|89&2|238&5|655&4|1185&1|70&2|1118&1|781&2;794&3|51&3|747&3|118&4;393&4|1028&4|12&4|208&5|239&2|89&2|238&5|655&4|1185&1|70&2|1118&1|781&2|794&3|51&3|747&3|118&4
93&4|222&5|301&3|372&4|1495&5|919&5|260&2|747&5|741&3|566&3|152&5|95&3;572&2|227&4|616&3|802&2;93&4|222&5|301&3|372&4|1495&5|919&5|260&2|747&5|741&3|566&3|152&5|95&3|572&2|227&4|616&3|802&2
294&4|229&2|203&4|23&4|185&4|176&4|183&4|228&4|452&2|581&4|230&3|173&4;1208&3|1046&3|802&2|1217&2;294&4|229&2|203&4|23&4|185&4|176&4|183&4|228&4|452&2|581&4|230&3|173&4|1208&3|1046&3|802&2|1217&2
810&1|550&2|422&3|91&2|402&4|435&4|1018&3|19&2|789&2|497&3|651&4|559&3;887&2|327&5|800&3|235&1;810&1|550&2|422&3|91&2|402&4|435&4|1018&3|19&2|789&2|497&3|651&4|559&3|887&2|327&5|800&3|235&1
89&5|498&4|513&4|81&3|170&4|519&5|515&5|604&5|525&4|480&5|514&3|132&4;528&3|1009&4|177&4|151&5;89&5|498&4|513&4|81&3|170&4|519&5|515&5|604&5|525&4|480&5|514&3|132&4|528&3|1009&4|177&4|151&5
485&2|202&5|258&4|427&4|310&3|505&4|250&3|657&5|526&4|393&2|79&5|82&4;748&3|168&4|1618&1|203&4;485&2|202&5|258&4|427&4|310&3|505&4|250&3|657&5|526&4|393&2|79&5|82&4|748&3|168&4|1618&1|203&4
289&4|930&3|302&3|258&4|313&4|272&3|472&4|245&4|118&4|281&3|300&4|298&3;127&4|50&4|257&4|117&4;289&4|930&3|302&3|258&4|313&4|272&3|472&4|245&4|118&4|281&3|300&4|298&3|127&4|50&4|257&4|117&4
1428&4|667&2|751&3|991&4|212&4|432&3|358&1|201&4|1424&3|855&4|1229&3|640&4;15&3|1011&3|699&3|269&3;1428&4|667&2|751&3|991&4|212&4|432&3|358&1|201&4|1424&3|855&4|1229&3|640&4|15&3|1011&3|699&3|269&3
300&5|288&3|873&3|294&5|342&5|323&4|304&4|301&5|289&5|321&5|243&4|876&3;326&5|338&4|286&4|339&5;300&5|288&3|873&3|294&5|342&5|323&4|304&4|301&5|289&5|321&5|243&4|876&3|326&5|338&4|286&4|339&5
286&1|508&4|248&3|1161&3|129&5|1012&4|1&3|137&2|276&5|124&4|93&4|288&3;1008&4|150&5|151&2|181&4;286&1|508&4|248&3|1161&3|129&5|1012&4|1&3|137&2|276&5|124&4|93&4|288&3|1008&4|150&5|151&2|181&4
164&4|520&4|294&3|433&1|508&3|300&3|174&5|474&3|419&4|216&4|313&5|204&5;511&5|515&3|497&2|133&5;164&4|520&4|294&3|433&1|508&3|300&3|174&5|474&3|419&4|216&4|313&5|204&5|511&5|515&3|497&2|133&5
506&5|91&3|528&5|462&5|193&4|127&5|14&4|215&5|588&5|98&5|197&5|381&4;261&5|269&5|735&5|492&5;506&5|91&3|528&5|462&5|193&4|127&5|14&4|215&5|588&5|98&5|197&5|381&4|261&5|269&5|735&5|492&5
527&4|152&2|31&1|845&4|709&4|664&3|419&3|1045&3|652&3|654&4|1404&2|89&5;176&3|443&4|414&2|109&2;527&4|152&2|31&1|845&4|709&4|664&3|419&3|1045&3|652&3|654&4|1404&2|89&5|176&3|443&4|414&2|109&2
1087&1|778&5|83&5|566&4|417&3|660&4|204&5|2&4|202&3|485&4|58&4|191&4;756&3|380&4|559&3|451&5;1087&1|778&5|83&5|566&4|417&3|660&4|204&5|2&4|202&3|485&4|58&4|191&4|756&3|380&4|559&3|451&5
467&4|463&4|179&5|32&4|482&4|502&4|221&4|588&4|496&5|199&4|164&4|203&4;696&4|708&4|183&5|489&4;467&4|463&4|179&5|32&4|482&4|502&4|221&4|588&4|496&5|199&4|164&4|203&4|696&4|708&4|183&5|489&4
135&3|1299&4|511&4|949&2|245&4|419&4|515&2|417&4|615&3|650&2|144&4|474&3;232&3|98&2|479&5|161&2;135&3|1299&4|511&4|949&2|245&4|419&4|515&2|417&4|615&3|650&2|144&4|474&3|232&3|98&2|479&5|161&2
527&4|196&4|408&4|236&5|248&4|952&3|1039&4|151&5|346&3|319&3|705&4|187&4;98&4|650&5|8&4|509&4;527&4|196&4|408&4|236&5|248&4|952&3|1039&4|151&5|346&3|319&3|705&4|187&4|98&4|650&5|8&4|509&4
603&4|332&3|179&5|1073&5|42&4|8&3|135&4|504&5|423&5|211&5|96&4|418&4;479&4|651&5|185&4|461&4;603&4|332&3|179&5|1073&5|42&4|8&3|135&4|504&5|423&5|211&5|96&4|418&4|479&4|651&5|185&4|461&4
246&4|329&1|97&4|323&1|79&2|647&5|271&2|1&5|310&4|657&5|475&3|181&5;483&3|190&3|276&2|522&4;246&4|329&1|97&4|323&1|79&2|647&5|271&2|1&5|310&4|657&5|475&3|181&5|483&3|190&3|276&2|522&4
30&4|530&4|187&3|99&3|538&3|1537&4|493&4|618&4|484&4|514&5|300&3|1512&5;210&4|1021&4|206&4|97&5;30&4|530&4|187&3|99&3|538&3|1537&4|493&4|618&4|484&4|514&5|300&3|1512&5|210&4|1021&4|206&4|97&5
844&4|1067&4|1187&2|628&3|9&3|237&3|294&5|127&5|815&3|117&4|696&3|458&3;823&3|742&3|685&3|508&4;844&4|1067&4|1187&2|628&3|9&3|237&3|294&5|127&5|815&3|117&4|696&3|458&3|823&3|742&3|685&3|508&4
270&4|8&4|430&4|945&5|186&3|763&3|69&4|109&3|728&3|111&3|648&4|585&4;122&1|1246&2|411&3|1270&3;270&4|8&4|430&4|945&5|186&3|763&3|69&4|109&3|728&3|111&3|648&4|585&4|122&1|1246&2|411&3|1270&3
313&4|192&4|682&2|498&3|28&4|435&4|79&5|135&4|427&4|22&5|204&4|265&5;182&4|504&3|134&4|1050&3;313&4|192&4|682&2|498&3|28&4|435&4|79&5|135&4|427&4|22&5|204&4|265&5|182&4|504&3|134&4|1050&3
651&4|222&3|174&4|48&4|28&3|423&4|96&4|144&4|50&5|181&5|98&3|169&3;318&4|73&3|79&3|168&3;651&4|222&3|174&4|48&4|28&3|423&4|96&4|144&4|50&5|181&5|98&3|169&3|318&4|73&3|79&3|168&3
659&5|134&3|507&4|611&5|56&4|185&5|268&3|210&4|289&1|216&4|269&5|324&4;42&3|663&5|180&5|238&4;659&5|134&3|507&4|611&5|56&4|185&5|268&3|210&4|289&1|216&4|269&5|324&4|42&3|663&5|180&5|238&4
185&5|748&5|176&4|382&3|1118&4|286&3|96&4|715&5|1009&4|1005&5|414&3|745&5;1226&3|956&4|10&5|28&3;185&5|748&5|176&4|382&3|1118&4|286&3|96&4|715&5|1009&4|1005&5|414&3|745&5|1226&3|956&4|10&5|28&3
302&4|321&3|292&3|315&4|237&3|258&4|272&5|286&4|340&4|288&3|300&3|262&3;325&1|245&3|322&2|294&3;302&4|321&3|292&3|315&4|237&3|258&4|272&5|286&4|340&4|288&3|300&3|262&3|325&1|245&3|322&2|294&3
190&4|427&5|179&5|480&5|174&5|385&4|7&4|451&2|637&3|527&4|474&5|89&4;655&3|484&3|157&4|142&3;190&4|427&5|179&5|480&5|174&5|385&4|7&4|451&2|637&3|527&4|474&5|89&4|655&3|484&3|157&4|142&3
127&1|135&3|168&5|117&5|1079&2|1&4|212&5|196&5|15&4|523&4|153&1|286&2;652&5|204&5|56&5|202&5;127&1|135&3|168&5|117&5|1079&2|1&4|212&5|196&5|15&4|523&4|153&1|286&2|652&5|204&5|56&5|202&5
328&4|1038&3|313&5|326&5|272&4|258&3|294&3|322&4|333&5|690&2|331&5|323&3;325&5|347&5|271&4|682&3;328&4|1038&3|313&5|326&5|272&4|258&3|294&3|322&4|333&5|690&2|331&5|323&3|325&5|347&5|271&4|682&3
336&2|879&5|313&4|350&5|294&3|678&2|312&5|328&2|333&5|347&5|748&1|689&5;683&1|322&3|323&2|264&1;336&2|879&5|313&4|350&5|294&3|678&2|312&5|328&2|333&5|347&5|748&1|689&5|683&1|322&3|323&2|264&1
82&3|485&4|218&3|647&5|64&4|515&5|69&3|512&4|506&4|98&4|423&4|950&4;664&3|632&5|1396&4|401&3;82&3|485&4|218&3|647&5|64&4|515&5|69&3|512&4|506&4|98&4|423&4|950&4|664&3|632&5|1396&4|401&3
894&5|895&5|879&5|682&5|288&5|323&5|300&5|352&1|751&5|898&5|117&3|316&5;257&5|118&5|1016&5|597&5;894&5|895&5|879&5|682&5|288&5|323&5|300&5|352&1|751&5|898&5|117&3|316&5|257&5|118&5|1016&5|597&5
282&3|866&4|118&4|1&5|472&3|678&3|323&2|252&3|121&4|127&5|181&4|100&4;237&4|1047&3|225&3|411&3;282&3|866&4|118&4|1&5|472&3|678&3|323&2|252&3|121&4|127&5|181&4|100&4|237&4|1047&3|225&3|411&3
148&3|155&4|582&5|11&3|503&3|188&5|228&3|245&4|8&3|50&4|549&4|553&3;370&3|579&3|610&3|153&2;148&3|155&4|582&5|11&3|503&3|188&5|228&3|245&4|8&3|50&4|549&4|553&3|370&3|579&3|610&3|153&2
203&3|637&3|302&4|684&3|239&3|100&4|653&5|65&3|39&3|435&4|655&3|1298&3;665&2|356&3|583&3|402&2;203&3|637&3|302&4|684&3|239&3|100&4|653&5|65&3|39&3|435&4|655&3|1298&3|665&2|356&3|583&3|402&2
1183&1|216&5|407&1|410&3|781&3|864&1|239&3|1059&3|1051&2|765&4|655&3|388&1;151&1|257&4|591&5|273&5;1183&1|216&5|407&1|410&3|781&3|864&1|239&3|1059&3|1051&2|765&4|655&3|388&1|151&1|257&4|591&5|273&5
93&3|154&3|699&3|588&4|966&4|392&3|150&2|25&2|471&3|924&4|132&4|724&3;1066&3|73&3|356&2|62&2;93&3|154&3|699&3|588&4|966&4|392&3|150&2|25&2|471&3|924&4|132&4|724&3|1066&3|73&3|356&2|62&2
127&5|137&4|813&3|1143&4|14&4|273&5|1007&4|302&4|25&4|129&4|319&3|285&4;275&5|20&3|10&3|116&5;127&5|137&4|813&3|1143&4|14&4|273&5|1007&4|302&4|25&4|129&4|319&3|285&4|275&5|20&3|10&3|116&5
526&3|519&4|585&3|184&5|523&3|1176&1|144&4|502&5|1029&2|742&5|186&5|254&3;559&2|769&1|563&5|810&4;526&3|519&4|585&3|184&5|523&3|1176&1|144&4|502&5|1029&2|742&5|186&5|254&3|559&2|769&1|563&5|810&4
151&2|1315&3|100&3|763&3|235&2|121&4|107&3|690&3|410&3|523&2|245&3|257&4;153&2|651&3|709&4|8&3;151&2|1315&3|100&3|763&3|235&2|121&4|107&3|690&3|410&3|523&2|245&3|257&4|153&2|651&3|709&4|8&3
161&5|222&3|363&3|79&4|405&4|68&5|210&4|831&2|117&4|230&4|82&1|827&3;62&5|540&2|233&4|231&2;161&5|222&3|363&3|79&4|405&4|68&5|210&4|831&2|117&4|230&4|82&1|827&3|62&5|540&2|233&4|231&2
313&2|647&5|269&5|14&5|283&4|9&5|19&4|475&4|257&3|847&4|515&5|1142&4;318&5|747&4|89&4|42&3;313&2|647&5|269&5|14&5|283&4|9&5|19&4|475&4|257&3|847&4|515&5|1142&4|318&5|747&4|89&4|42&3
205&3|1203&4|638&4|482&4|102&3|496&3|216&4|506&3|99&3|381&5|238&2|485&3;197&4|622&3|228&4|584&3;205&3|1203&4|638&4|482&4|102&3|496&3|216&4|506&3|99&3|381&5|238&2|485&3|197&4|622&3|228&4|584&3
581&4|144&4|234&3|1267&3|182&4|367&4|549&3|98&4|172&5|175&4|157&4|959&3;715&1|1467&5|697&1|1014&5;581&4|144&4|234&3|1267&3|182&4|367&4|549&3|98&4|172&5|175&4|157&4|959&3|715&1|1467&5|697&1|1014&5
1393&3|294&5|358&3|332&4|326&4|300&5|289&1|333&5|286&2|682&4|748&5|245&2;873&4|292&3|261&1|881&4;1393&3|294&5|358&3|332&4|326&4|300&5|289&1|333&5|286&2|682&4|748&5|245&2|873&4|292&3|261&1|881&4
1118&3|25&4|1190&4|570&3|27&4|230&5|127&4|502&5|182&4|1016&4|732&4|186&5;192&3|396&1|791&2|1189&5;1118&3|25&4|1190&4|570&3|27&4|230&5|127&4|502&5|182&4|1016&4|732&4|186&5|192&3|396&1|791&2|1189&5
494&3|648&4|1087&1|204&4|720&3|195&1|393&5|507&3|486&4|1&2|945&4|133&1;480&4|378&1|205&1|202&5;494&3|648&4|1087&1|204&4|720&3|195&1|393&5|507&3|486&4|1&2|945&4|133&1|480&4|378&1|205&1|202&5
174&4|211&3|497&5|418&5|204&4|588&5|196&4|143&5|417&5|265&5|186&4|173&5;502&2|1133&5|969&5|504&1;174&4|211&3|497&5|418&5|204&4|588&5|196&4|143&5|417&5|265&5|186&4|173&5|502&2|1133&5|969&5|504&1
