state;action_reward;n_state
313&4|268&4|288&5|300&4|302&3|350&2|270&3|307&4|346&3|887&4|292&4|690&2;335&3|689&3|343&2|895&2;313&4|268&4|288&5|300&4|302&3|350&2|270&3|307&4|346&3|887&4|292&4|690&2|335&3|689&3|343&2|895&2
537&5|99&2|259&1|231&3|1014&4|546&2|1170&5|396&4|213&3|645&5|665&4|172&4;411&2|419&4|142&4|417&2;537&5|99&2|259&1|231&3|1014&4|546&2|1170&5|396&4|213&3|645&5|665&4|172&4|411&2|419&4|142&4|417&2
300&2|198&5|56&5|657&5|31&5|23&5|144&3|655&4|9&5|1039&5|22&5|498&4;79&4|276&1|423&3|207&5;300&2|198&5|56&5|657&5|31&5|23&5|144&3|655&4|9&5|1039&5|22&5|498&4|79&4|276&1|423&3|207&5
268&4|340&3|689&3|338&2|267&4|269&3|750&3|333&4|879&5|307&4|313&5|302&4;350&3|880&4|261&3|259&2;268&4|340&3|689&3|338&2|267&4|269&3|750&3|333&4|879&5|307&4|313&5|302&4|350&3|880&4|261&3|259&2
313&5|293&5|235&5|147&5|748&2|508&5|283&4|111&3|1302&5|290&4|405&3|25&3;120&1|274&4|1244&3|1283&2;313&5|293&5|235&5|147&5|748&2|508&5|283&4|111&3|1302&5|290&4|405&3|25&3|120&1|274&4|1244&3|1283&2
24&3|92&4|169&5|100&4|780&4|251&3|547&4|509&4|228&3|710&3|11&2|229&3;145&3|32&4|541&1|559&2;24&3|92&4|169&5|100&4|780&4|251&3|547&4|509&4|228&3|710&3|11&2|229&3|145&3|32&4|541&1|559&2
524&4|762&2|531&5|90&2|513&5|155&3|100&5|657&5|684&4|212&5|709&5|451&3;770&3|53&2|226&3|28&3;524&4|762&2|531&5|90&2|513&5|155&3|100&5|657&5|684&4|212&5|709&5|451&3|770&3|53&2|226&3|28&3
246&4|678&3|222&3|370&3|250&4|147&2|1187&4|121&3|458&4|221&4|977&2|1013&3;749&3|886&3|1615&3|831&2;246&4|678&3|222&3|370&3|250&4|147&2|1187&4|121&3|458&4|221&4|977&2|1013&3|749&3|886&3|1615&3|831&2
260&3|258&5|181&5|500&3|288&2|15&5|169&5|69&3|304&3|332&4|1119&3|127&4;176&4|318&5|187&3|432&5;260&3|258&5|181&5|500&3|288&2|15&5|169&5|69&3|304&3|332&4|1119&3|127&4|176&4|318&5|187&3|432&5
480&5|878&4|435&5|750&4|347&5|79&5|304&5|879&4|427&5|1050&5|99&5|478&5;97&5|1204&4|945&5|584&4;480&5|878&4|435&5|750&4|347&5|79&5|304&5|879&4|427&5|1050&5|99&5|478&5|97&5|1204&4|945&5|584&4
574&1|746&3|53&3|204&3|114&5|213&3|70&5|293&3|235&2|211&4|182&3|154&5;307&4|83&4|34&3|302&4;574&1|746&3|53&3|204&3|114&5|213&3|70&5|293&3|235&2|211&4|182&3|154&5|307&4|83&4|34&3|302&4
690&4|294&5|286&5|268&3|321&2|678&4|261&2|302&4|990&4|289&3|325&4|319&3;1048&5|948&4|875&3|988&2;690&4|294&5|286&5|268&3|321&2|678&4|261&2|302&4|990&4|289&3|325&4|319&3|1048&5|948&4|875&3|988&2
402&4|419&4|188&5|202&4|211&3|647&3|144&3|609&4|1047&3|190&5|237&4|1074&4;313&5|890&1|336&1|328&3;402&4|419&4|188&5|202&4|211&3|647&3|144&3|609&4|1047&3|190&5|237&4|1074&4|313&5|890&1|336&1|328&3
7&3|471&3|100&4|237&4|125&4|285&5|283&4|10&4|9&4|300&3|287&5|1011&4;696&4|628&5|544&4|117&4;7&3|471&3|100&4|237&4|125&4|285&5|283&4|10&4|9&4|300&3|287&5|1011&4|696&4|628&5|544&4|117&4
869&2|93&4|318&5|354&3|447&4|237&5|762&4|79&4|327&3|1101&4|222&2|96&2;1521&3|340&5|40&1|739&4;869&2|93&4|318&5|354&3|447&4|237&5|762&4|79&4|327&3|1101&4|222&2|96&2|1521&3|340&5|40&1|739&4
9&3|300&4|304&1|294&1|326&3|538&3|877&1|750&4|690&4|898&1|270&5|310&4;890&4|266&2|892&1|901&1;9&3|300&4|304&1|294&1|326&3|538&3|877&1|750&4|690&4|898&1|270&5|310&4|890&4|266&2|892&1|901&1
268&5|631&5|127&2|528&5|645&3|191&3|246&5|269&3|86&4|317&5|286&4|427&4;735&4|179&1|87&5|511&4;268&5|631&5|127&2|528&5|645&3|191&3|246&5|269&3|86&4|317&5|286&4|427&4|735&4|179&1|87&5|511&4
89&4|233&1|186&3|426&4|441&4|869&3|778&4|225&2|143&3|781&4|755&3|546&3;395&3|62&5|575&3|376&3;89&4|233&1|186&3|426&4|441&4|869&3|778&4|225&2|143&3|781&4|755&3|546&3|395&3|62&5|575&3|376&3
655&4|1074&3|93&1|1089&1|143&5|620&3|196&3|66&5|735&5|1095&3|768&5|672&5;1165&2|94&4|1145&4|1229&2;655&4|1074&3|93&1|1089&1|143&5|620&3|196&3|66&5|735&5|1095&3|768&5|672&5|1165&2|94&4|1145&4|1229&2
288&3|245&3|258&4|313&5|873&3|259&2|324&1|876&2|294&3|289&2|286&3|299&3;1025&3|881&2|330&2|457&2;288&3|245&3|258&4|313&5|873&3|259&2|324&1|876&2|294&3|289&2|286&3|299&3|1025&3|881&2|330&2|457&2
210&4|1016&5|1057&2|789&4|307&5|25&4|405&5|258&4|12&5|546&3|181&5|164&5;265&4|313&5|222&5|338&3;210&4|1016&5|1057&2|789&4|307&5|25&4|405&5|258&4|12&5|546&3|181&5|164&5|265&4|313&5|222&5|338&3
538&3|328&2|324&3|358&1|271&2|313&5|333&5|347&4|286&4|288&5|258&3|301&2;316&3|343&4|751&1|264&3;538&3|328&2|324&3|358&1|271&2|313&5|333&5|347&4|286&4|288&5|258&3|301&2|316&3|343&4|751&1|264&3
253&5|20&5|286&4|9&4|744&4|19&5|275&4|283&3|124&4|15&3|847&4|137&4;508&5|936&5|269&4|285&5;253&5|20&5|286&4|9&4|744&4|19&5|275&4|283&3|124&4|15&3|847&4|137&4|508&5|936&5|269&4|285&5
56&5|642&4|179&5|238&3|294&4|568&3|334&3|651&3|60&4|260&2|327&3|64&4;307&4|689&3|11&4|806&4;56&5|642&4|179&5|238&3|294&4|568&3|334&3|651&3|60&4|260&2|327&3|64&4|307&4|689&3|11&4|806&4
321&4|484&5|135&4|340&3|192&4|175&5|79&2|1022&5|302&4|262&5|1021&3|319&4;493&5|611&4|705&5|153&4;321&4|484&5|135&4|340&3|192&4|175&5|79&2|1022&5|302&4|262&5|1021&3|319&4|493&5|611&4|705&5|153&4
357&4|639&4|1266&4|1021&5|1529&3|1149&3|582&5|324&4|558&4|127&1|643&3|529&3;469&4|174&1|482&2|511&2;357&4|639&4|1266&4|1021&5|1529&3|1149&3|582&5|324&4|558&4|127&1|643&3|529&3|469&4|174&1|482&2|511&2
652&5|640&4|268&4|371&2|203&4|658&3|856&4|937&3|428&4|319&3|494&4|160&4;1041&3|902&4|214&3|163&4;652&5|640&4|268&4|371&2|203&4|658&3|856&4|937&3|428&4|319&3|494&4|160&4|1041&3|902&4|214&3|163&4
709&4|588&4|199&2|177&1|181&3|988&1|421&2|255&3|172&5|525&1|83&5|183&3;404&1|121&2|431&1|9&3;709&4|588&4|199&2|177&1|181&3|988&1|421&2|255&3|172&5|525&1|83&5|183&3|404&1|121&2|431&1|9&3
252&4|214&4|63&3|250&4|755&3|470&4|128&4|403&3|216&3|173&5|153&4|367&3;265&4|751&3|135&5|517&3;252&4|214&4|63&3|250&4|755&3|470&4|128&4|403&3|216&3|173&5|153&4|367&3|265&4|751&3|135&5|517&3
340&3|270&3|346&3|327&2|312&1|300&2|875&2|301&3|286&1|303&4|269&3|896&5;338&3|322&1|689&2|326&1;340&3|270&3|346&3|327&2|312&1|300&2|875&2|301&3|286&1|303&4|269&3|896&5|338&3|322&1|689&2|326&1
264&4|477&5|283&5|1534&1|15&5|293&5|988&1|323&3|286&3|181&4|688&4|294&4;936&3|24&3|1016&4|225&4;264&4|477&5|283&5|1534&1|15&5|293&5|988&1|323&3|286&3|181&4|688&4|294&4|936&3|24&3|1016&4|225&4
137&4|475&4|294&4|9&3|243&1|245&2|237&2|919&4|100&4|323&1|13&3|7&4;508&3|151&4|471&2|117&3;137&4|475&4|294&4|9&3|243&1|245&2|237&2|919&4|100&4|323&1|13&3|7&4|508&3|151&4|471&2|117&3
628&4|300&4|458&3|259&1|123&4|819&2|864&2|748&3|100&4|235&1|275&4|117&4;1047&3|845&4|410&4|121&5;628&4|300&4|458&3|259&1|123&4|819&2|864&2|748&3|100&4|235&1|275&4|117&4|1047&3|845&4|410&4|121&5
180&5|50&4|234&5|100&5|197&5|98&5|226&4|298&4|7&3|96&4|250&3|408&4;607&4|28&4|135&4|488&5;180&5|50&4|234&5|100&5|197&5|98&5|226&4|298&4|7&3|96&4|250&3|408&4|607&4|28&4|135&4|488&5
255&4|303&4|297&4|299&4|315&1|291&3|293&4|276&4|100&5|279&4|311&5|302&5;289&3|308&3|304&4|281&3;255&4|303&4|297&4|299&4|315&1|291&3|293&4|276&4|100&5|279&4|311&5|302&5|289&3|308&3|304&4|281&3
121&4|193&4|77&4|58&4|83&4|194&4|135&2|1063&4|469&5|629&5|1053&3|56&4;381&4|289&5|167&4|554&3;121&4|193&4|77&4|58&4|83&4|194&4|135&2|1063&4|469&5|629&5|1053&3|56&4|381&4|289&5|167&4|554&3
270&5|259&5|748&5|289&5|597&4|273&5|283&3|268&4|150&4|1&5|331&4|328&4;293&4|411&5|282&5|827&4;270&5|259&5|748&5|289&5|597&4|273&5|283&3|268&4|150&4|1&5|331&4|328&4|293&4|411&5|282&5|827&4
317&5|509&4|823&3|696&3|209&4|474&4|255&2|97&1|753&4|467&4|709&4|408&5;651&3|304&4|245&2|430&5;317&5|509&4|823&3|696&3|209&4|474&4|255&2|97&1|753&4|467&4|709&4|408&5|651&3|304&4|245&2|430&5
531&5|137&4|269&3|181&5|1137&5|307&4|1260&2|100&5|116&3|949&3|286&5|324&5;151&4|130&2|313&5|405&3;531&5|137&4|269&3|181&5|1137&5|307&4|1260&2|100&5|116&3|949&3|286&5|324&5|151&4|130&2|313&5|405&3
673&4|234&4|173&3|96&4|216&4|474&4|187&5|645&5|514&4|89&5|174&5|98&5;83&3|181&5|479&4|265&5;673&4|234&4|173&3|96&4|216&4|474&4|187&5|645&5|514&4|89&5|174&5|98&5|83&3|181&5|479&4|265&5
644&4|631&4|792&5|514&5|180&4|869&4|237&5|100&4|137&4|111&4|202&4|191&5;762&5|535&4|274&4|280&3;644&4|631&4|792&5|514&5|180&4|869&4|237&5|100&4|137&4|111&4|202&4|191&5|762&5|535&4|274&4|280&3
286&2|737&1|549&4|302&2|692&4|475&4|732&4|258&4|463&4|197&4|216&4|59&5;55&4|185&4|566&4|553&4;286&2|737&1|549&4|302&2|692&4|475&4|732&4|258&4|463&4|197&4|216&4|59&5|55&4|185&4|566&4|553&4
464&3|967&4|506&4|123&4|939&4|153&4|7&2|222&4|177&4|47&4|231&2|529&4;288&3|366&3|780&3|163&4;464&3|967&4|506&4|123&4|939&4|153&4|7&2|222&4|177&4|47&4|231&2|529&4|288&3|366&3|780&3|163&4
357&5|99&3|349&4|114&5|184&4|174&5|1109&4|805&4|176&5|509&5|157&4|276&5;722&2|665&3|161&4|685&4;357&5|99&3|349&4|114&5|184&4|174&5|1109&4|805&4|176&5|509&5|157&4|276&5|722&2|665&3|161&4|685&4
496&5|260&2|614&3|484&4|434&4|205&5|98&4|215&4|886&2|58&4|99&3|357&5;186&4|416&5|250&2|378&5;496&5|260&2|614&3|484&4|434&4|205&5|98&4|215&4|886&2|58&4|99&3|357&5|186&4|416&5|250&2|378&5
30&4|269&4|836&5|466&3|607&5|435&5|83&4|187&2|318&4|708&5|686&5|153&4;702&1|942&4|198&4|498&4;30&4|269&4|836&5|466&3|607&5|435&5|83&4|187&2|318&4|708&5|686&5|153&4|702&1|942&4|198&4|498&4
410&3|586&2|427&3|496&3|222&3|188&2|779&3|174&4|79&4|229&3|452&3|228&3;790&3|655&4|763&4|28&3;410&3|586&2|427&3|496&3|222&3|188&2|779&3|174&4|79&4|229&3|452&3|228&3|790&3|655&4|763&4|28&3
461&4|622&5|563&2|98&5|448&4|96&5|568&5|447&4|395&2|523&4|163&4|2&3;158&1|1075&3|93&3|405&3;461&4|622&5|563&2|98&5|448&4|96&5|568&5|447&4|395&2|523&4|163&4|2&3|158&1|1075&3|93&3|405&3
96&4|204&3|128&2|290&3|473&4|196&4|483&4|1118&3|118&2|3&3|959&4|275&4;1135&2|1130&4|774&1|451&3;96&4|204&3|128&2|290&3|473&4|196&4|483&4|1118&3|118&2|3&3|959&4|275&4|1135&2|1130&4|774&1|451&3
300&3|269&4|1176&4|310&2|323&1|903&2|882&2|270&3|313&3|873&1|331&2|286&5;748&2|258&2|288&1|995&2;300&3|269&4|1176&4|310&2|323&1|903&2|882&2|270&3|313&3|873&1|331&2|286&5|748&2|258&2|288&1|995&2
100&4|213&5|661&4|483&3|209&4|127&3|319&3|603&4|64&3|152&4|165&5|249&1;234&4|443&4|654&4|96&4;100&4|213&5|661&4|483&3|209&4|127&3|319&3|603&4|64&3|152&4|165&5|249&1|234&4|443&4|654&4|96&4
1080&4|262&5|1017&3|1083&2|300&1|287&4|174&1|652&5|919&5|258&2|1073&5|240&3;72&2|11&3|62&2|40&1;1080&4|262&5|1017&3|1083&2|300&1|287&4|174&1|652&5|919&5|258&2|1073&5|240&3|72&2|11&3|62&2|40&1
237&5|566&4|215&5|22&5|479&4|510&5|64&4|418&5|193&4|245&2|427&5|492&4;480&5|172&5|604&5|143&2;237&5|566&4|215&5|22&5|479&4|510&5|64&4|418&5|193&4|245&2|427&5|492&4|480&5|172&5|604&5|143&2
331&3|302&2|895&4|899&5|258&5|315&2|304&4|333&5|750&2|300&3|301&2|362&1;1313&2|269&5|327&1|288&5;331&3|302&2|895&4|899&5|258&5|315&2|304&4|333&5|750&2|300&3|301&2|362&1|1313&2|269&5|327&1|288&5
1062&4|307&5|312&4|311&5|344&5|310&4|906&3|427&5|899&3|302&5|748&1|327&4;234&4|9&5|520&5|285&4;1062&4|307&5|312&4|311&5|344&5|310&4|906&3|427&5|899&3|302&5|748&1|327&4|234&4|9&5|520&5|285&4
878&3|1670&3|690&4|1038&4|257&3|1379&3|358&4|1405&2|349&3|681&3|880&4|298&4;536&2|253&2|1160&2|1511&2;878&3|1670&3|690&4|1038&4|257&3|1379&3|358&4|1405&2|349&3|681&3|880&4|298&4|536&2|253&2|1160&2|1511&2
265&4|1059&4|150&2|206&2|732&3|433&3|315&4|451&3|56&5|746&4|346&3|475&3;192&5|693&4|418&4|501&4;265&4|1059&4|150&2|206&2|732&3|433&3|315&4|451&3|56&5|746&4|346&3|475&3|192&5|693&4|418&4|501&4
581&4|756&4|1036&4|252&4|185&5|384&3|294&4|763&4|125&5|175&5|191&5|210&5;12&5|79&5|568&5|343&5;581&4|756&4|1036&4|252&4|185&5|384&3|294&4|763&4|125&5|175&5|191&5|210&5|12&5|79&5|568&5|343&5
66&3|85&1|663&4|167&2|428&1|186&4|722&3|218&5|174&4|276&3|496&4|9&3;106&3|794&3|281&3|51&3;66&3|85&1|663&4|167&2|428&1|186&4|722&3|218&5|174&4|276&3|496&4|9&3|106&3|794&3|281&3|51&3
239&3|137&5|193&3|159&1|546&3|260&2|155&2|316&3|1168&2|153&3|778&4|65&4;449&3|402&2|575&1|217&2;239&3|137&5|193&3|159&1|546&3|260&2|155&2|316&3|1168&2|153&3|778&4|65&4|449&3|402&2|575&1|217&2
288&3|39&3|265&3|475&4|431&2|12&4|939&4|230&3|185&4|566&3|603&4|321&4;564&1|802&2|77&4|554&3;288&3|39&3|265&3|475&4|431&2|12&4|939&4|230&3|185&4|566&3|603&4|321&4|564&1|802&2|77&4|554&3
1406&3|284&4|187&5|765&4|310&4|651&4|471&3|1018&3|211&4|557&3|8&5|1522&2;217&2|328&1|1004&2|472&2;1406&3|284&4|187&5|765&4|310&4|651&4|471&3|1018&3|211&4|557&3|8&5|1522&2|217&2|328&1|1004&2|472&2
514&3|275&5|367&4|490&4|131&5|609&4|435&4|199&4|174&4|427&5|496&3|153&5;177&4|657&5|190&5|605&4;514&3|275&5|367&4|490&4|131&5|609&4|435&4|199&4|174&4|427&5|496&3|153&5|177&4|657&5|190&5|605&4
523&4|193&4|479&4|657&5|82&4|294&3|239&5|393&2|1254&3|258&4|410&4|422&2;1618&1|541&3|204&5|402&4;523&4|193&4|479&4|657&5|82&4|294&3|239&5|393&2|1254&3|258&4|410&4|422&2|1618&1|541&3|204&5|402&4
281&3|292&4|289&4|472&4|1034&3|930&3|300&4|597&4|258&4|831&3|313&4|344&4;50&4|181&4|827&3|117&4;281&3|292&4|289&4|472&4|1034&3|930&3|300&4|597&4|258&4|831&3|313&4|344&4|50&4|181&4|827&3|117&4
435&4|97&2|223&4|381&3|774&1|466&4|436&3|156&4|10&3|670&4|332&2|116&1;1170&4|1045&2|1208&4|265&3;435&4|97&2|223&4|381&3|774&1|466&4|436&3|156&4|10&3|670&4|332&2|116&1|1170&4|1045&2|1208&4|265&3
321&5|243&4|313&5|294&5|876&3|873&3|289&5|881&4|301&5|304&4|288&3|300&5;338&4|269&5|326&5|331&4;321&5|243&4|313&5|294&5|876&3|873&3|289&5|881&4|301&5|304&4|288&3|300&5|338&4|269&5|326&5|331&4
127&5|1012&4|628&3|741&5|508&4|50&5|293&4|276&5|9&5|129&5|591&3|286&1;151&2|150&5|1008&4|1017&3;127&5|1012&4|628&3|741&5|508&4|50&5|293&4|276&5|9&5|129&5|591&3|286&1|151&2|150&5|1008&4|1017&3
28&5|423&5|705&5|300&3|604&3|659&4|887&4|660&3|339&4|498&5|433&1|657&3;511&5|526&5|208&3|496&4;28&5|423&5|705&5|300&3|604&3|659&4|887&4|660&3|339&4|498&5|433&1|657&3|511&5|526&5|208&3|496&4
143&4|293&4|633&5|958&5|180&5|135&4|69&5|133&5|504&5|82&4|1194&5|506&5;117&3|121&4|257&4|261&5;143&4|293&4|633&5|958&5|180&5|135&4|69&5|133&5|504&5|82&4|1194&5|506&5|117&3|121&4|257&4|261&5
1113&4|1&4|174&4|234&2|59&4|28&4|163&2|570&3|425&4|60&4|654&4|684&3;340&3|449&3|121&3|229&3;1113&4|1&4|174&4|234&2|59&4|28&4|163&2|570&3|425&4|60&4|654&4|684&3|340&3|449&3|121&3|229&3
566&4|649&4|1147&4|510&3|724&5|162&3|568&4|259&5|367&3|64&4|20&2|180&3;734&3|80&3|225&4|68&5;566&4|649&4|1147&4|510&3|724&5|162&3|568&4|259&5|367&3|64&4|20&2|180&3|734&3|80&3|225&4|68&5
664&4|484&5|711&4|4&4|32&4|223&5|498&5|12&5|497&4|709&4|59&4|50&5;617&5|340&4|93&4|694&5;664&4|484&5|711&4|4&4|32&4|223&5|498&5|12&5|497&4|709&4|59&4|50&5|617&5|340&4|93&4|694&5
511&4|168&3|480&5|515&2|603&5|195&4|485&5|949&2|419&4|657&5|651&4|650&2;175&2|606&4|186&4|484&5;511&4|168&3|480&5|515&2|603&5|195&4|485&5|949&2|419&4|657&5|651&4|650&2|175&2|606&4|186&4|484&5
137&4|1401&4|1073&5|221&5|69&2|285&5|508&4|172&3|482&4|56&5|652&4|131&3;650&5|313&4|93&4|1129&4;137&4|1401&4|1073&5|221&5|69&2|285&5|508&4|172&3|482&4|56&5|652&4|131&3|650&5|313&4|93&4|1129&4
64&5|180&5|1422&3|321&3|258&4|135&4|98&5|286&3|707&4|42&4|176&4|71&2;56&5|512&5|518&4|651&5;64&5|180&5|1422&3|321&3|258&4|135&4|98&5|286&3|707&4|42&4|176&4|71&2|56&5|512&5|518&4|651&5
151&5|64&4|268&3|749&3|354&1|527&3|915&3|323&1|246&4|310&4|269&3|898&1;276&2|427&4|175&4|190&3;151&5|64&4|268&3|749&3|354&1|527&3|915&3|323&1|246&4|310&4|269&3|898&1|276&2|427&4|175&4|190&3
171&4|381&2|28&2|288&1|890&1|79&4|134&5|172&5|1020&5|1512&5|326&3|528&4;497&3|1050&4|283&4|708&4;171&4|381&2|28&2|288&1|890&1|79&4|134&5|172&5|1020&5|1512&5|326&3|528&4|497&3|1050&4|283&4|708&4
237&3|148&4|1142&5|597&3|117&4|109&4|235&3|1014&3|248&4|9&3|127&5|824&3;685&3|1365&2|928&3|979&3;237&3|148&4|1142&5|597&3|117&4|109&4|235&3|1014&3|248&4|9&3|127&5|824&3|685&3|1365&2|928&3|979&3
283&5|222&5|289&5|474&3|87&5|687&3|56&1|195&5|205&5|175&2|50&5|186&3;401&4|407&2|1271&2|734&3;283&5|222&5|289&5|474&3|87&5|687&3|56&1|195&5|205&5|175&2|50&5|186&3|401&4|407&2|1271&2|734&3
618&3|193&3|323&2|313&4|423&5|601&4|181&5|515&5|483&4|351&4|498&3|495&4;735&4|1050&3|50&5|82&5;618&3|193&3|323&2|313&4|423&5|601&4|181&5|515&5|483&4|351&4|498&3|495&4|735&4|1050&3|50&5|82&5
180&3|144&4|423&4|173&5|50&5|202&3|56&3|181&5|28&3|174&4|222&3|651&4;318&4|531&4|79&3|73&3;180&3|144&4|423&4|173&5|50&5|202&3|56&3|181&5|28&3|174&4|222&3|651&4|318&4|531&4|79&3|73&3
357&5|318&5|793&2|268&3|12&5|690&3|165&4|659&5|507&4|324&4|531&4|603&5;187&5|1065&4|180&5|42&3;357&5|318&5|793&2|268&3|12&5|690&3|165&4|659&5|507&4|324&4|531&4|603&5|187&5|1065&4|180&5|42&3
212&5|665&4|707&3|1591&3|1131&5|82&3|531&3|512&5|703&3|49&3|265&3|1005&5;13&4|250&3|886&3|28&3;212&5|665&4|707&3|1591&3|1131&5|82&3|531&3|512&5|703&3|49&3|265&3|1005&5|13&4|250&3|886&3|28&3
300&3|315&4|321&3|313&3|286&4|303&3|258&4|269&5|272&5|292&3|288&3|237&3;325&1|294&3|322&2|245&3;300&3|315&4|321&3|313&3|286&4|303&3|258&4|269&5|272&5|292&3|288&3|237&3|325&1|294&3|322&2|245&3
435&5|524&4|190&4|134&5|174&5|89&4|229&2|451&2|663&4|176&4|480&5|443&4;186&2|496&5|168&5|167&2;435&5|524&4|190&4|134&5|174&5|89&4|229&2|451&2|663&4|176&4|480&5|443&4|186&2|496&5|168&5|167&2
196&5|288&4|205&4|1079&2|135&3|245&5|153&1|15&4|157&3|273&4|527&4|223&4;652&5|522&5|818&5|56&5;196&5|288&4|205&4|1079&2|135&3|245&5|153&1|15&4|157&3|273&4|527&4|223&4|652&5|522&5|818&5|56&5
323&3|272&4|294&3|322&4|333&5|258&3|690&2|307&4|288&5|1038&3|328&4|313&5;325&5|347&5|271&4|682&3;323&3|272&4|294&3|322&4|333&5|258&3|690&2|307&4|288&5|1038&3|328&4|313&5|325&5|347&5|271&4|682&3
268&2|347&5|245&4|258&4|689&5|312&5|300&5|336&2|328&2|678&2|332&5|294&3;322&3|683&1|1025&2|264&1;268&2|347&5|245&4|258&4|689&5|312&5|300&5|336&2|328&2|678&2|332&5|294&3|322&3|683&1|1025&2|264&1
368&1|553&3|692&4|729&3|51&4|521&4|197&4|724&4|602&4|221&5|192&4|694&5;223&4|606&5|443&3|736&3;368&1|553&3|692&4|729&3|51&4|521&4|197&4|724&4|602&4|221&5|192&4|694&5|223&4|606&5|443&3|736&3
147&5|328&5|315&5|288&5|258&4|306&5|894&5|538&4|333&4|117&3|271&5|751&5;118&5|1089&5|252&5|405&5;147&5|328&5|315&5|288&5|258&4|306&5|894&5|538&4|333&4|117&3|271&5|751&5|118&5|1089&5|252&5|405&5
50&5|288&4|181&4|323&2|252&3|1&5|118&4|405&4|678&3|866&4|151&3|515&5;620&3|237&4|411&3|225&3;50&5|288&4|181&4|323&2|252&3|1&5|118&4|405&4|678&3|866&4|151&3|515&5|620&3|237&4|411&3|225&3
432&1|194&3|371&4|357&4|483&5|11&3|180&4|755&3|540&3|294&3|518&2|50&4;572&3|272&5|810&3|679&2;432&1|194&3|371&4|357&4|483&5|11&3|180&4|755&3|540&3|294&3|518&2|50&4|572&3|272&5|810&3|679&2
480&5|121&3|405&1|1161&2|506&5|789&2|1264&3|510&3|302&4|100&4|347&2|1267&3;94&2|810&1|158&2|1217&1;480&5|121&3|405&1|1161&2|506&5|789&2|1264&3|510&3|302&4|100&4|347&2|1267&3|94&2|810&1|158&2|1217&1
368&1|41&3|66&3|575&3|158&3|105&4|864&1|722&3|407&1|780&3|388&1|655&3;117&3|284&4|294&4|1012&5;368&1|41&3|66&3|575&3|158&3|105&4|864&1|722&3|407&1|780&3|388&1|655&3|117&3|284&4|294&4|1012&5
273&4|588&4|33&2|697&3|468&3|187&5|625&4|218&3|97&5|182&4|966&4|1032&2;655&4|28&4|790&3|487&4;273&4|588&4|33&2|697&3|468&3|187&5|625&4|218&3|97&5|182&4|966&4|1032&2|655&4|28&4|790&3|487&4
14&4|246&5|257&4|273&5|813&3|302&4|268&5|137&4|475&5|1142&5|9&5|319&3;20&3|547&3|1129&4|256&4;14&4|246&5|257&4|273&5|813&3|302&4|268&5|137&4|475&5|1142&5|9&5|319&3|20&3|547&3|1129&4|256&4
122&1|89&4|827&3|1176&1|471&4|13&3|831&1|740&4|67&4|234&5|405&4|377&3;29&2|200&2|373&3|38&5;122&1|89&4|827&3|1176&1|471&4|13&3|831&1|740&4|67&4|234&5|405&4|377&3|29&2|200&2|373&3|38&5
107&3|235&2|45&4|274&4|275&4|237&3|244&4|756&3|300&4|411&1|14&4|50&2;176&3|210&2|651&3|705&2;107&3|235&2|45&4|274&4|275&4|237&3|244&4|756&3|300&4|411&1|14&4|50&2|176&3|210&2|651&3|705&2
161&5|11&4|685&3|22&5|24&4|222&3|550&4|841&3|121&2|50&5|833&4|273&3;89&4|231&2|127&4|62&5;161&5|11&4|685&3|22&5|24&4|222&3|550&4|841&3|121&2|50&5|833&4|273&3|89&4|231&2|127&4|62&5
116&5|9&5|117&4|286&5|258&5|1142&4|237&4|137&5|283&4|298&4|744&5|15&4;747&4|525&5|89&4|223&4;116&5|9&5|117&4|286&5|258&5|1142&4|237&4|137&5|283&4|298&4|744&5|15&4|747&4|525&5|89&4|223&4
647&4|204&4|216&4|655&5|93&4|496&3|168&4|143&5|153&5|183&4|506&3|603&5;142&4|622&3|419&5|404&3;647&4|204&4|216&4|655&5|93&4|496&3|168&4|143&5|153&5|183&4|506&3|603&5|142&4|622&3|419&5|404&3
53&1|67&4|3&3|201&3|435&3|230&2|403&4|589&3|772&1|318&5|5&3|68&3;1228&2|1303&1|940&2|790&4;53&1|67&4|3&3|201&3|435&3|230&2|403&4|589&3|772&1|318&5|5&3|68&3|1228&2|1303&1|940&2|790&4
678&4|302&3|328&4|682&4|333&5|294&5|748&5|358&3|245&2|300&5|332&4|1393&3;292&3|261&1|881&4|873&4;678&4|302&3|328&4|682&4|333&5|294&5|748&5|358&3|245&2|300&5|332&4|1393&3|292&3|261&1|881&4|873&4
790&4|570&3|401&2|323&3|566&5|367&4|135&5|273&3|210&5|40&3|208&5|1184&3;134&4|575&3|780&4|657&4;790&4|570&3|401&2|323&3|566&5|367&4|135&5|273&3|210&5|40&3|208&5|1184&3|134&4|575&3|780&4|657&4
14&3|720&3|194&3|507&3|213&5|845&2|487&4|613&2|283&4|204&4|153&3|66&4;140&2|190&5|205&1|1275&1;14&3|720&3|194&3|507&3|213&5|845&2|487&4|613&2|283&4|204&4|153&3|66&4|140&2|190&5|205&1|1275&1
50&4|418&5|486&4|435&4|215&5|417&5|378&5|173&5|584&3|520&5|196&4|174&4;428&1|405&5|502&2|504&1;50&4|418&5|486&4|435&4|215&5|417&5|378&5|173&5|584&3|520&5|196&4|174&4|428&1|405&5|502&2|504&1
